no_of_locations,no_of_conditions,enrollment,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length
1,1,13,2,2,0,0,0,0,0,0,0,0,0,0,0,45,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,980
1,3,60,3,0,1,0,0,0,0,0,0,0,0,0,0,18,50,-1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,571
1,1,14,2,3,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,16,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,590
1,2,60,2,2,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1341
1,2,36,2,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
1,2,40,2,0,0,0,0,0,0,1,0,0,0,0,0,18,90,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1654
1,2,45,2,2,0,0,0,0,0,0,0,0,0,0,0,35,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,928
1,2,52,2,2,0,0,0,0,0,0,0,0,0,0,0,38,63,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,10
1,1,52,4,4,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,5,12,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1105
1,3,54,2,2,0,0,0,0,0,0,0,0,0,0,0,40,65,-1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,25
1,3,18,2,2,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,113
8,1,147,2,0,0,0,0,1,0,0,0,0,0,0,0,18,65,-1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1323
2,1,140,2,2,0,0,0,0,0,0,0,0,0,0,0,18,90,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1298
1,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,40,65,-1,1,8,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,521
1,1,200,4,0,0,0,0,0,4,0,0,0,0,0,0,30,65,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,931
1,1,344,2,2,0,0,0,0,0,0,0,0,0,0,0,18,90,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1512
1,4,56,2,2,0,0,0,0,0,0,0,0,0,0,0,40,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1522
1,2,61,2,0,0,0,0,1,0,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,853
2,3,121,2,1,0,0,0,0,0,1,0,0,0,0,0,30,80,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
1,1,22,2,2,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,13,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,374
1,1,511,2,2,0,0,0,0,0,0,0,0,0,0,0,21,80,-1,1,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2688
1,6,96,3,6,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,374
6,2,26,2,3,0,0,0,0,0,0,0,0,0,0,0,2,6,-1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1937
1,2,21,2,0,0,0,0,0,2,0,0,0,0,0,0,40,70,-1,4,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,17
1,1,15,2,1,0,0,0,0,0,1,0,0,0,0,0,30,80,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,511
2,1,22,2,2,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,1,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1596
1,2,18,2,1,0,0,0,0,0,0,0,0,0,0,0,30,80,-1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,477
1,4,40,2,0,0,0,0,0,1,1,0,0,0,0,0,18,65,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,806
1,2,30,2,2,0,0,0,0,0,0,0,0,0,0,0,50,75,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,800
1,1,12,2,2,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,332
1,1,181,2,1,0,0,0,0,0,0,0,0,0,0,0,20,80,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1463
1,1,90,3,2,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,6,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,658
1,2,92,2,1,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,18,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1422
1,1,25,2,2,0,0,0,0,0,0,0,0,0,0,0,18,45,-1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1982
1,1,50,2,1,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,115
1,2,12,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,846
1,2,39,2,1,0,0,0,0,0,1,0,0,0,0,0,35,70,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0
1,3,60,2,1,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
1,1,485,2,3,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,871
1,1,150,3,0,0,0,0,1,0,0,0,0,0,0,0,2,18,-1,1,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4937
1,3,80,3,1,0,0,0,0,0,0,0,0,0,0,0,30,60,-1,2,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
1,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1412
1,2,80,2,2,0,0,0,0,0,0,0,0,0,0,0,30,55,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
3,2,40,4,1,0,0,0,0,0,0,0,0,0,0,0,18,85,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,820
1,1,12,2,0,0,0,0,0,0,2,0,0,0,0,0,12,18,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,406
1,1,51,1,1,0,0,0,0,0,0,0,0,0,0,0,30,70,-1,2,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1226
1,3,10,2,0,0,0,0,0,2,0,0,0,0,0,0,13,18,-1,6,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,994
1,1,46,2,3,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,9,10,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,127
1,1,547,3,0,0,0,1,0,0,1,0,0,0,0,0,18,75,-1,1,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1104
1,1,31,2,1,0,0,0,0,0,0,0,0,0,0,0,6,60,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1424
63,4,352,4,5,0,0,0,0,0,1,0,0,0,0,0,18,70,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2260
1,4,152,4,4,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1374
1,3,20,2,2,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,10,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,17
1,3,44,2,2,0,0,0,0,0,0,0,0,0,0,0,45,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,994
1,2,130,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2577
3,1,24,2,0,0,0,0,0,0,2,0,0,0,0,0,18,65,-1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,861
1,1,34,4,0,0,0,0,2,0,0,0,2,0,0,0,18,65,-1,1,14,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1009
1,2,57,2,1,0,0,0,0,0,1,0,0,0,0,0,18,55,-1,1,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,4
4,1,66,2,1,0,0,0,0,0,1,0,0,0,0,0,18,75,-1,1,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,757
21,1,187,2,2,0,0,0,0,0,0,0,0,0,0,0,20,69,-1,1,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,622
1,3,136,2,1,0,0,0,0,0,0,0,0,0,0,0,40,80,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,12
1,1,15,2,0,0,0,0,2,0,0,0,0,0,0,0,18,65,-1,1,17,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,430
1,2,20,2,0,2,0,0,0,0,0,0,0,0,0,0,21,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4068
1,1,226,2,2,0,0,0,0,0,0,0,0,0,0,0,19,75,-1,1,17,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1279
1,2,60,2,2,0,0,0,0,0,0,0,0,0,0,0,25,65,-1,5,7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,563
8,1,200,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1006
34,1,141,2,2,0,0,0,0,0,0,0,0,0,0,0,6,35,-1,1,21,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3063
1,5,50,2,2,0,0,0,0,0,0,0,0,0,0,0,18,69,-1,11,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1231
1,1,12,2,0,0,0,0,2,0,0,0,0,0,0,0,12,18,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,449
1,1,17,2,0,0,0,0,1,0,0,0,0,0,0,0,12,18,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1074
2,1,104,12,15,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,489
8,3,112,2,2,0,0,0,0,0,0,0,0,0,0,0,25,70,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2324
1,1,18,2,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,99
18,2,154,2,1,0,0,0,0,0,1,0,0,0,0,0,18,75,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1132
1,1,620,2,0,0,0,1,0,0,1,0,0,0,0,0,18,75,-1,1,14,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1104
1,1,49,2,1,0,0,0,0,0,1,0,0,0,0,0,20,65,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,16
1,5,105,5,0,3,0,0,0,0,0,0,0,0,0,0,20,90,-1,1,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,2461
1,2,104,2,2,0,0,0,0,0,1,0,0,0,0,0,18,60,-1,1,14,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,811
5,2,76,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1735
4,2,142,5,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,455
1,2,50,2,0,0,0,0,0,2,0,0,0,0,0,0,30,65,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1482
1,2,14,2,2,0,0,0,0,0,0,0,0,0,0,0,40,80,-1,1,9,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,932
1,3,77,2,0,0,0,0,0,2,0,0,0,0,0,0,35,75,-1,1,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1898
1,2,61,3,3,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,209
1,4,40,2,2,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1828
1,1,15,2,2,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0
1,4,150,2,2,0,0,0,0,0,0,0,0,0,0,0,20,70,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,140
1,2,84,2,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1326
1,3,18,2,2,0,0,0,0,0,0,0,0,0,0,0,35,70,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,183
3,2,91,2,1,0,0,0,0,0,0,0,0,0,0,0,20,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1
1,1,84,4,4,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1138
1,1,100,6,0,0,0,2,0,0,0,0,0,0,0,0,18,70,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1084
2,1,16,2,1,0,0,0,0,0,1,0,0,0,0,0,18,74,-1,10,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,618
2,2,63,2,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3155
1,3,70,2,0,0,0,0,0,2,0,0,0,0,0,0,18,60,-1,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,345
14,1,100,5,5,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1929
1,2,45,2,0,0,0,0,0,1,0,0,0,0,0,0,18,80,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1572
1,1,73,2,0,0,0,0,0,0,2,0,0,0,0,0,40,80,-1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,874
1,1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,18,85,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,729
77,1,236,7,8,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,923
1,3,120,2,2,0,0,0,0,0,0,0,0,0,0,0,18,70,-1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,633
1,1,12,4,0,0,0,0,0,4,0,0,0,0,0,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,6421
2,2,66,2,1,0,0,0,0,0,0,0,0,0,0,0,55,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,816
23,1,204,2,2,0,0,0,0,0,0,0,0,0,0,0,40,75,-1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,423
1,1,44,2,7,0,0,0,0,0,0,0,0,0,0,0,18,64,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2039
2,3,120,2,2,0,0,0,0,0,0,0,0,0,0,0,40,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,714
1,1,30,1,0,0,0,0,0,1,0,0,0,0,0,0,40,80,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1161
9,2,88,11,0,0,0,3,0,0,0,0,0,0,0,0,18,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,723
1,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1191
3,2,36,2,0,0,0,0,2,0,0,0,0,0,0,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,525
1,1,27,2,2,0,0,0,0,0,0,0,0,0,0,0,19,55,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,89
1,3,38,2,3,0,0,0,0,0,0,0,0,0,0,0,18,80,-1,1,15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2705
1,1,36,3,0,0,1,0,0,0,0,0,0,0,0,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,251
7,3,63,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,630
1,1,458,2,2,0,0,0,0,0,0,0,0,0,0,0,45,85,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2350
1,3,50,2,2,0,0,0,0,0,0,0,0,0,0,0,35,80,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,790
2,1,40,5,0,0,0,2,0,0,0,0,0,0,0,0,18,70,-1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,412
1,4,10,2,0,0,0,2,0,0,0,0,0,0,0,0,30,60,-1,1,9,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,147
1,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,12
1,2,58,2,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,4,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,957
2,2,90,2,2,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1595
1,1,150,1,1,0,0,0,0,0,0,0,0,0,0,0,18,90,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,857
1,2,70,2,1,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,7
1,5,51,2,2,0,0,0,0,0,0,0,0,0,0,0,19,74,-1,11,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,792
1,4,192,3,0,0,0,0,0,1,0,0,0,0,0,0,35,85,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,538
2,2,22,4,2,0,0,0,0,0,0,0,0,0,0,0,18,65,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,449
1,1,111,2,0,0,0,1,0,0,0,0,0,0,0,0,18,60,-1,3,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,623
1,1,64,2,2,0,0,0,0,0,0,0,0,0,0,0,30,75,-1,1,18,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1315
1,5,39,4,2,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,323
1,1,60,2,0,0,0,0,0,2,0,0,0,0,0,0,20,70,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0
1,2,22,3,1,0,0,1,0,1,0,0,0,0,0,0,30,70,-1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,309
1,4,20,2,2,0,0,0,0,0,0,0,0,0,0,0,18,60,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1902
1,1,44,2,2,0,0,0,0,0,0,0,0,0,0,0,20,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,308
1,1,41,2,4,0,0,0,0,0,0,0,0,0,0,0,18,74,-1,7,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1507
1,2,34,2,3,0,0,0,0,0,0,0,0,0,0,0,18,75,-1,1,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1933
1,1,84,2,0,1,0,0,0,0,1,0,0,0,0,0,18,55,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,833
1,4,22,2,1,0,0,0,0,0,0,0,1,0,0,0,18,75,-1,2,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1471
6,6,66,2,0,0,0,0,0,2,0,0,0,0,0,0,35,75,-1,1,36,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1512
1,3,98,2,2,0,0,0,0,0,0,0,0,0,0,0,40,70,-1,1,15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2351
1,3,12,2,0,0,0,0,0,1,0,0,0,0,0,0,10,50,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,978
1,3,10,1,1,0,0,0,0,0,0,0,0,0,0,0,18,55,-1,4,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,203
1,3,50,2,0,0,0,0,0,2,0,0,0,0,0,0,45,65,-1,1,8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,838
1,1,58,4,4,0,0,0,0,0,0,0,0,0,0,0,19,45,-1,6,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
3,5,29,2,0,0,0,0,2,0,0,0,0,0,0,0,6,18,-1,1,12,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1495
1,3,40,2,1,0,0,0,0,0,0,0,0,0,0,0,19,50,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1519
